i	dep_id	line	conc_proc	conc_proc_text	inserted_by	insert_date	updated_by	update_date
5481	"10082752"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5482	"10037699"	1	""	"Hydration Of Anhydrite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5483	"10049592"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-02"	""	""
5484	"60000980"	1	"GRAVITY"	"PLACER"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
5485	"10071042"	2	"Faulting"	""	"WBFERGUS"	"04-JAN-2009 12:41:22"	""	""
5486	"10071042"	1	"Hydrothermal"	""	"WBFERGUS"	"04-JAN-2009 12:41:01"	""	""
5487	"10103787"	1	""	"Volcanic (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5488	"10088560"	1	""	"Secundario"	"MRDS migration"	"29-OCT-02"	""	""
5489	"10025202"	1	""	"Oxides Derived By Weathering Manganese And Iron Carbonates Dissiminated In Dolomite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5490	"10080187"	1	""	"Recirculation By Metearitic Water"	"MRDS migration"	"29-OCT-02"	""	""
5491	"10010082"	1	""	"Localization Of The Ore Body By Solution Thinning Of The Dolomitic Host Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5492	"10071609"	1	""	"Hypogene"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5493	"10046802"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5494	"10088877"	1	""	"Slight Enrichment Of Secondary Copper"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5495	"10077557"	1	""	"Secondary Enrichment As A Result Of Oxidation Of The Ore Near The Surface."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5496	"10039507"	1	""	"Fissure Filling, Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5497	"10015502"	1	""	"Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5498	"10045966"	1	""	"Replacement, Contact Metamorphism Igneous Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5499	"10096300"	1	""	"Precipitation From Former Surface Waters In Ancient Stream Bed."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5500	"10104152"	1	""	"Copper Mountain Fault Carried Mineralizing Solutions Down To Lower Ore Bodies; Extensive Surface Leaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5501	"10078007"	1	""	"Hot Spring Waters Or Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5502	"10040777"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5503	"10037360"	1	""	"Hydrothermal, Gossan, Oxidation , Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5504	"10070149"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5505	"10070217"	1	""	"Secondary"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5506	"10026590"	1	""	"Secundario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5507	"10055015"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5508	"10078459"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5509	"10078720"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5510	"10099566"	1	""	"Oxidized Ores To 150 M."	"MRDS migration"	"29-OCT-02"	""	""
5511	"10033004"	1	""	"Circulation Of Meteoric Waters"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5512	"10037871"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-02"	""	""
5513	"10310641"	1	""	"Mechanical accumulation"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5514	"10011083"	1	""	"Metasomatism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5515	"10040889"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5516	"10067393"	1	""	"Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5517	"10015212"	1	""	"Fluvial; Parallel Retreat Of Slope"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5518	"10042470"	1	""	"Placer"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5519	"10109864"	1	""	"Oxidation And Enrichment At Near-Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5520	"10047175"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-02"	""	""
5521	"10105444"	1	""	"Weathering Of Iron Rich Sediment Beds"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5522	"10015503"	1	""	"Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5523	"10026927"	1	""	"Oxidation At Near Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5524	"10105635"	1	""	"Secondary Enrichment In Upper Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5525	"10097277"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5526	"10078902"	1	""	"Weathering Of Spessartite-Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5527	"10310387"	1	""	"Secondary copper is in the southern portion in the form of carbonates with no secondary enrichment; however, the northern half contains a well-defined area of secondary enrichment, consisting of chalcocite disseminations and chalcocite, chalcopyrite and pyrite crystals."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5528	"10109529"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5529	"10098522"	1	""	"Winnowing By Waves"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5530	"60000901"	1	"WEATHERING"	"OXIDATION-ENRICHMENT; HYPOTHERMAL, MESOTHERMAL AND LEPTOTHERMAL MINERAL ASSEMBLAGES ARE FOUND."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
5531	"10047013"	1	""	"Supergene Oxidation Has Reached Only 60 Ft. Below Surface At The West Pit But Is Deeper ( 300 Ft.?) At The Main Pit."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5532	"10027472"	1	""	"The Maggie Vein Is Along The Fault Whose Trace Is The Boundary Between Diabase And Dacite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5533	"10037390"	1	""	"Epithermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5534	"10101545"	1	""	"Fault Bound"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5535	"10056742"	1	""	"Downstream From Known Gold-Quartz Veins In Granite Intrusive In Greenstone Belt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5536	"10048114"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5537	"10090140"	1	""	"Indications Are Of A Syngenetic Origin, With Subsequent Supergene Enrichment.  The Distinctly Layered Stratiform Orebodies Have Been Conformably Folded With The Host Rock.  The Manganiferous Beds Were Probably Deposited As A Primary Sedimentary Mixture Of Manganese Hydroxide And Manganese And Calcium Carbonates, With Localized Iron Hydroxide And Calcium - Magnesium Carbonate."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5538	"10109520"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-02"	""	""
5539	"10033311"	1	""	"Secondary Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5540	"10039660"	1	""	"Exotic Cu Minerals Leak Up Through Thrust Fault And  Through Miocene Thrust Plate."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5541	"10107352"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5542	"10086830"	1	""	"Hidrotermal"	"MRDS migration"	"29-OCT-02"	""	""
5543	"10070095"	1	""	"Low Temperature And Pressure Hydrothermal Fluids; Supergene"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5544	"60001748"	1	""	"FLUORITE CONCENTRATION OCCURS IN THE UPPER PART OF THE DOLOMITE SERIES, TRANSVAAL SYSTEM.  THE ROCK IN THIS ZONE IS IMPREGNATED WITH FLUORSPAR AS A REPLACEMENT OF STRATOMATOLITIC STRUCTURES.  THE FLUORSPAR IS GRANULAR AND COLORLESS AND MAINLY IN SMALL IRREGULAR LUMPS A FEW CENTIMETERS IN DIAMETER.  LOCALLY, THESE LUMPS ARE SO NUMEROUS THAT THE DOLOMITE IS COMPLETELY REPLACED BY FLUORSPAR."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
5545	"10042799"	1	""	"Much Of Early Production From Oxidized Ore"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5546	"10080043"	1	""	"Percolating Surface Waters Leached Copper From Original Ore-Bearing Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5547	"10310022"	1	""	"Evaporation"	"Woodruff, Laurel G."	"02-APR-04"	"Woodruff, Laurel G."	"02-APR-04"
5548	"10019724"	1	""	"Supergene"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5549	"10040847"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5550	"10039341"	1	""	"Primary Magmatic Segregation In The Magma"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5551	"10021942"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5552	"10040974"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5553	"10119724"	1	"SEDIMENTATION"	""	"WBFERGUS"	"25-MAY-2008 12:32:17"	""	""
5554	"10022078"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5555	"10015518"	1	""	"Fluvial"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5556	"60001005"	1	"MAGMATIC SEGREGATION"	"MAGMATIC SEGREGATION"	"MRDS migration"	"30-SEP-07"	""	""
5557	"10078536"	1	""	"Hydrothermal Fluids"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5558	"10032737"	1	""	"Zone Of Oxidation Extends To 75 Feet."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5559	"10008971"	1	""	"Gravity Conc."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5560	"10037850"	1	""	"Primary Sites Contact Of Slates And Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5561	"10004221"	1	""	"Leached Area About 300 M Thick, Secondary Enrichment Averages 100 M Thick Below Water Table."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5562	"10082691"	1	""	"Metamorphism of Vulcan iron formation has locally increased grain size and made some material more amenable to concentration than less metamorphosed iron formation."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5563	"10040818"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5564	"10086888"	1	""	"Enriquecimiento Secundario"	"MRDS migration"	"29-OCT-02"	""	""
5565	"10073001"	1	""	"Ground Water Solution"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5566	"10038145"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-02"	""	""
5567	"10111423"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5568	"10103992"	1	""	"Origin Of The Barite Is Controversial. It Either May Be Hydrothermal Replacement Of Limestone Of Shale, Or Of Sedimentary Diagenetic Origin."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5569	"10012062"	1	""	"Current/Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5570	"10040977"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5571	"10090752"	1	""	"Supergene Crystallization Of Uranium From Adjacent Jaspers And Silicified Slates Within A Favorable Host."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5572	"10082758"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5573	"10039574"	1	""	"Leaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5574	"10088286"	1	""	"Gravity"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5575	"10012738"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5576	"10068735"	1	""	"No Info Available"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5577	"10012643"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5578	"10098485"	1	""	"Lacustrine"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5579	"10012848"	1	""	"Lacustrine Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5580	"10089323"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5581	"10022130"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-02"	""	""
5582	"10078623"	1	""	"Precipitation In Reducing Environment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5583	"10087126"	1	""	"Oxidiation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5584	"10005715"	1	""	"Primario Y Secundario"	"MRDS migration"	"29-OCT-02"	""	""
5585	"10079072"	1	""	"Precipitation From Ground Water In A Reducting Environment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5586	"10011747"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5587	"10040872"	1	""	"Hydrothermal Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5588	"10037186"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5589	"10014703"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5590	"10041925"	1	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5591	"10104119"	1	""	"Erosion Of Gold-Bearing Vein Material In Quartzite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5592	"10082755"	1	""	"Soft ore  formed during the mid to late Proterozoic and/or possibly as young as the Cretaceous by (1)  interaction of supergene groundwater which caused oxidation of ferrous iron minerals (siderite), (2) leaching of chert and its replacement by secondary hematite and goethite, and (3) removal of large amounts of CO2.  hard ore formed by oxidation of carbonate of iron formation to soft ore during a period of mid-Proterozoic weathering and metamorphism during the Penokean orogeny which caused the soft ore to recrystallize to hard ore."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
5593	"10078906"	1	""	"Weathering Of Spessartite - Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5594	"10078930"	1	""	"Weathering Of Spessartite - Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5595	"10093780"	1	""	"Weathering Of Spessartite-Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5596	"10310369"	1	""	"Gold increases in fineness from east to west due to solution of silver and base metals by ground water"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
5597	"10093453"	1	""	"Supergene"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5598	"10109534"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Part Of Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5599	"10081323"	1	""	"Weathering, Erosion, Stream Deposition"	"MRDS migration"	"29-OCT-02"	""	""
5600	"10026952"	1	""	"Mineralization Along Fissure Veins; Ore Replacements Of Granite And Porphyry"	"MRDS migration"	"29-OCT-02"	""	""
5601	"10046337"	1	""	"Epigenetic Mineralization Of Low-Grade Pyrite Quartz Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5602	"10025842"	1	""	"Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5603	"10061545"	1	""	"Gold Bearing Oxidized Zone (Gossan)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5604	"10015516"	1	""	"Fluvial, Sheet Flooding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5605	"10038703"	1	""	"Contact Metamorphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5606	"10054986"	1	""	"Primario"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5607	"10071878"	1	""	"Fracture Filling And Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5608	"10078497"	1	""	"Generally Agreed That Gold Was Originally Deposited In Detrital Form And That The Gold Was Later Partly Dissolved And Redeposited Practically In Situ"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5609	"10078561"	1	""	"Ground Water Solutions"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5610	"10027006"	1	""	"Mineralization Along Fissure Vein; Chrysocolla May Have Been Formed By Descending Copper Solutions And Precipitated By Adsorption Of The Kaolin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5611	"10003737"	1	""	"Sedimentation, Contact Metamorphism, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5612	"10080007"	1	""	"Percolation Of Surface Water Through Ore-Bearing Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5613	"10090136"	1	""	"Storm-Generated Wave Action And Gravity-Shear Sorting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5614	"10078929"	1	""	"Weathering Of Spessartite - Rich Lenses In Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5615	"60001665"	1	""	"HYDROTHERMAL REPLACEMENT.  SULFIDE."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
5616	"10019943"	1	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5617	"10039114"	1	""	"Mobilization Of Sulfides After Magmatic Segregation By Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5618	"10022053"	1	""	"Secondary Water"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5619	"10012425"	1	""	"Northern Part Of District Characterized By Low- To Intermediate-Temperature Hydrothermal Formation Of Quartz Veins With Relatively High Sulfide Content (Pb, Zn, Cu, Ag, And A Little Au) And Some Au-Ag Tellurides.  Southern Part Characterized By Low-Temperature Hydrothermal Formation Of Quartz-Rhodochrosite-Fluorite Veins With Minor Sulfide Content But High Ag.  Secondary Enrichment Was Shallow And Important In Early Production.  Oxidation Of Rhodochrosite Veins In Southern Area Resulted In Formation Of Mn Ores And Moderate Ag Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5620	"10012726"	1	""	"Clastic Sedimentation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5621	"10081252"	1	""	"Weathering, Erosion, Fluvial Deposition"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5622	"10044844"	1	""	"Hydrothermal Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5623	"10011202"	1	""	"Igneous-Metamorphic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5624	"10107960"	1	""	"Oxidation Enrichment"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5625	"10013193"	1	""	"Concentration By Oxidized, Uranium-Bearing Groundwater Passing Through Areas With Localized Reducing Conditions Such As Carbonaceous Material (Mostly Wood Fragments) And Associated Pyrite In Fluvial Channel Sandstones."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5626	"10046417"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5627	"10010664"	1	""	"Wave Action"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5628	"10071177"	1	"Hydrothermal Metamorphism"	"Hydrothermal Metamorphism"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"07-JUN-2008 08:15:09"
5629	"10098354"	1	""	"Winnowing By Waves"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5630	"10055197"	1	""	"Weathering (Oxidation)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5631	"10067625"	1	""	"Downward Moving Solutions . Have Not Affected Deeper Ores."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5632	"10003784"	1	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5633	"10012534"	1	""	"Northern Part Of District Characterized By Low- To Intermediate-Temperature Hydrothermal Formation Of Quartz Veins With Relatively High Sulfide Content (Pb, Zn, Cu, Ag, And A Little Au) And Some Au-Ag Tellurides.  Southern Part Characterized By Low-Temperature Hydrothermal Formation Of Quartz-Rhodochrosite-Fluorite Veins With Minor Sulfide Content But High Ag.  Secondary Enrichment Was Shallow And Important In Early Production.  Oxidation Of Rhodochrosite Veins In Southern Area Resulted In Formation Of Mn Ores And Moderate Ag Enrichment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5634	"10027230"	1	""	"A Fault Zone Continues From The Revelation Claims And Separates Lavas And Tuffs From Granite And Schist On The West"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5635	"10103586"	1	""	"Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
5636	"10038056"	1	""	"Entrapment By Irregularities In Stream Bed Or Deposition In Low-Energy Parts Of Stream"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
