i	dep_id	line	tect_set	tect_set_text	inserted_by	insert_date	updated_by	update_date
9045	"10056262"	1	""	"Tectonic Setting At Time Of Emplacement Of The Stillwater Complex Is Unknown.  The Complex Was Emplaced Shortly After A Major Regional, Subduction-Related Magmatic Event That Culminated In Emplacement Of The 2.73-2.79 Ga Granitoid Suite In The Batholith Exposed In The Beartooth Uplift (Wooden And Others, 1991).  However, There Is No Evidence That The Magmatism That Formed The Stillwater Complex Is Related To Convergent Margin Tectonics And Magmatism"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9046	"10080449"	1	""	"Nw Trending Eastern Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9047	"10024369"	1	""	"Folded And Faulted"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9048	"10090140"	1	""	"Platform; Possibly Several Tectonic Cycles."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9049	"10027792"	1	""	"Block Faulting"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9050	"10039507"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9051	"10109879"	1	""	"Major Nnw Trending Fault W Of Mine, Quaternary Sediments W Of The Fault"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9052	"10042316"	1	""	"Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9053	"10097822"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9054	"10011252"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9055	"10078344"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9056	"10088297"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9057	"10310188"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9058	"10014101"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9059	"10067540"	1	""	"Triassic Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9060	"10085027"	1	""	"Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9061	"10097277"	1	""	"Crawford Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9062	"10010421"	1	""	"Belt Basin In Proterozoic, Now Part Of Rocky Mountains"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9063	"10103866"	1	""	"Central Wasatch Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9064	"10082871"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9065	"10069759"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9066	"10071316"	1	""	"Adjacent To North Edge Of The Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9067	"10310645"	1	""	"Collision transform fault"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
9068	"10026513"	1	""	"Carolina Slate Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9069	"10026049"	1	""	"Folded Blue Ridge Province"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9070	"10026053"	1	""	"Folded Blue Ridge Province"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9071	"10087362"	1	""	"Cottonwood And Uinta Uplifts"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9072	"10079374"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9073	"10012773"	1	""	"Wasatch Front"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9074	"10079835"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9075	"10079991"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9076	"10101640"	1	""	"Cache Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9077	"10066765"	1	""	"New England Fold Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9078	"10082554"	1	""	"On The Stone Mountain Block Of The Blue Ridge Thrust Sheets"	"MRDS migration"	"29-OCT-02"	""	""
9079	"10037130"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9080	"10025741"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9081	"10019065"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9082	"10093816"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9083	"10105819"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9084	"10087053"	1	""	"Basin & Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9085	"10014055"	1	""	"Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9086	"10032980"	1	""	"Melange Zone"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9087	"10015103"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9088	"10022084"	1	""	"Interior Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9089	"10047955"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9090	"10013946"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-02"	""	""
9091	"10019056"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9092	"10087397"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9093	"10013660"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9094	"10013861"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9095	"10070149"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9096	"10013145"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9097	"10098017"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9098	"10087830"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9099	"10087272"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9100	"10060162"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9101	"10072797"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9102	"10013721"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9103	"10069169"	1	""	"Highly Metamorphosed Sedimentary Limestone Beds And Minor Tuffs"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9104	"10055364"	1	""	"Himalyan Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9105	"10088001"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9106	"10082801"	1	""	"Superior Province, Relatively Undisturbed Archean Craton, The Southern Half Of Which Consists Of Dominantly Alternating Belts Of Volcanic-Plutonic (Greenstone-Granite) Terranes And Metasedimentary Rock Terranes."	"Woodruff, Laurel G."	"27-SEP-06"	"Woodruff, Laurel G."	"27-SEP-06"
9107	"10089076"	1	""	"Island Arc Volcanic Chain"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9108	"10082574"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9109	"10078720"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9110	"10087702"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9111	"10025125"	1	""	"Platform Carbonates"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9112	"10087184"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9113	"10037074"	1	""	"Block Faulting"	"MRDS migration"	"29-OCT-02"	""	""
9114	"10071854"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9115	"10036822"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9116	"10036823"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9117	"10015364"	1	""	"Rocky Mountain Unstable Foreland"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9118	"10089540"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9119	"10082752"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9120	"10082689"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9121	"10021983"	1	""	"Aulacogen"	"MRDS migration"	"29-OCT-02"	""	""
9122	"10071323"	1	""	"Northwest Of Boulder Batholith"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9123	"10013141"	1	""	"Central Cordillera (Southern Rocky Mtns); Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9124	"10055816"	1	""	"Paleozoic Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9125	"10022135"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-02"	""	""
9126	"10078459"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9127	"10079074"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9128	"10094530"	1	""	"Central Cordillera (Southern Rocky Mtns); Colorado Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9129	"10078940"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9130	"10026921"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9131	"10310089"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
9132	"10008452"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9133	"10013791"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9134	"10079784"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9135	"10079803"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9136	"10072590"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9137	"10072798"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9138	"10023644"	1	""	"In Carpathian Foredeep, A Northerly Offshoot Of The Tethys Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9139	"10080003"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9140	"10098522"	1	""	"Coast Ranges"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9141	"10104152"	1	""	"Complex Copper Mountain Fault System With Substantial Vertical Displacement.  Fault Blocks Generally Downthrown To Ne."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9142	"10089596"	1	""	"Ne Trending Folds And Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9143	"10093780"	1	""	"Ne Trending Folds And Faults"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9144	"10013126"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9145	"10082837"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
9146	"10022053"	1	""	"Interior Basin; Deltaic Red Bed Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9147	"10012425"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9148	"10036940"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9149	"10093453"	1	""	"Island Arc Volcanic Chain"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9150	"10012692"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9151	"10087190"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9152	"10080258"	1	""	"Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9153	"10026952"	1	""	"Copper King Massif; Block Faulting Nw Of Massif With Downthrow Of About 1000 Ft"	"MRDS migration"	"29-OCT-02"	""	""
9154	"10047783"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9155	"10015549"	1	""	"Cordilleran Hingeline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9156	"10100624"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9157	"10079127"	1	""	"Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9158	"10011249"	1	""	"Cordilleran Miogeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9159	"10079434"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9160	"10080361"	1	""	"Cordilleras Altas Orientales, Santa Vera Cruz  Batholith"	"MRDS migration"	"29-OCT-02"	""	""
9161	"10039541"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9162	"10021819"	1	""	"Newark Rift Basin-Mesozoic"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9163	"10060584"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9164	"10024151"	1	""	"Puna"	"MRDS migration"	"29-OCT-02"	""	""
9165	"10005958"	1	""	"Magmatic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9166	"10005456"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9167	"10072594"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9168	"10063012"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9169	"10087966"	1	""	"Pajarito Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9170	"10067030"	1	""	"Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9171	"10012534"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9172	"10042320"	1	""	"Basin And Range Extension"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9173	"10063119"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9174	"10310130"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
9175	"10310202"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9176	"10080293"	1	""	"Andes"	"MRDS migration"	"29-OCT-02"	""	""
9177	"10107056"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9178	"10042126"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9179	"10060500"	1	""	"Andes"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9180	"10008471"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9181	"10048445"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9182	"10310088"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
9183	"10310647"	1	""	"Collision transform fault?"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
9184	"10015760"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9185	"10019992"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9186	"10087802"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9187	"10013859"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9188	"10087859"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9189	"10072824"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9190	"10015230"	1	""	"Basin & Range - Colorado Plateau Transition"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9191	"10310649"	1	""	"Magmatic arc; narrow ocean basin"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
9192	"10106483"	1	""	"Interior Basin (Deleware Basin)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9193	"10069363"	1	""	"Amphibolite Band At Contact Of Amphibolite And Overlying Sericite Schist"	"MRDS migration"	"29-OCT-02"	""	""
9194	"10011405"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9195	"10107139"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9196	"10004346"	1	""	"Passive Continental Margin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9197	"10086134"	1	""	"Dipilto Uplift, Chortis Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9198	"10310161"	1	"Great Lakes Tectonic Zone"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9199	"10105816"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9200	"10079577"	1	""	"Precambrian Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9201	"10024163"	1	""	"Puna"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9202	"10073171"	1	""	"Faulted Algal Reef Structure Around St. Francois Mtns."	"MRDS migration"	"29-OCT-02"	""	""
9203	"10041800"	1	""	"Sevier Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9204	"10069358"	1	""	"Folded Metamorphosed"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9205	"10069359"	1	""	"Folded Metamorphosed Littleton Formation"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9206	"10002379"	1	""	"Chugach Terrane"	"MRDS migration"	"29-OCT-02"	""	""
9207	"10036911"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-02"	""	""
9208	"10098770"	1	""	"Sierra Madre Occidental"	"MRDS migration"	"29-OCT-02"	""	""
9209	"10086431"	1	""	"Jiddah Precratonic  Tectonic Province"	"MRDS migration"	"29-OCT-02"	""	""
9210	"10042247"	1	""	"Colorado Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9211	"10072803"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9212	"10072805"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9213	"10090982"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9214	"10067079"	1	""	"Greenstone Belt"	"MRDS migration"	"29-OCT-02"	""	""
9215	"10072807"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9216	"10080327"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-02"	""	""
9217	"10026145"	1	""	"Geosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9218	"10011661"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-02"	""	""
9219	"10071970"	1	""	"Eugeosyncline"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9220	"10013720"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9221	"10061840"	1	""	"Florida Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9222	"10087876"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9223	"10094259"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9224	"10090845"	1	""	"Margin Gulf Of Aden Spreading Center"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9225	"10061203"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9226	"10061301"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9227	"10068770"	1	""	"Andean Cordillera"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9228	"10106101"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9229	"10069361"	1	""	"Folded Metamorphosed Littleton Formation"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9230	"10087420"	1	""	"Central Cordillera (Southern Rocky Mtns.)"	"MRDS migration"	"29-OCT-02"	""	""
9231	"10020023"	1	""	"Basin And Range"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9232	"10089346"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9233	"10024856"	1	""	"Grenville Orogenic Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9234	"10081387"	1	""	"Northern Alabama Piedmont-Tallapoosa Block"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9235	"10012771"	1	""	"Uinta Uplift"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9236	"10111503"	1	""	"Florida Greenstone Belt."	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9237	"10072804"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9238	"10072802"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9239	"10072806"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9240	"10027721"	1	""	"Block Faulting"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9241	"10023382"	1	""	"Gulf Salt Basin"	"MRDS migration"	"29-OCT-02"	""	""
9242	"10055458"	1	""	"Dome"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9243	"10072592"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9244	"10061841"	1	""	"Florida Greenstone Belt"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9245	"10013672"	1	""	"Colorado Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9246	"10013688"	1	""	"Colorado Plateau"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9247	"10047899"	1	""	"Active Margin (Leading Edge Of North American Plate)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9248	"10061165"	1	""	"Houston Salt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9249	"10082754"	1	"Canadian Shield"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9250	"10014710"	1	""	"Acoma Sag"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9251	"10008416"	1	""	"Chaco Slope"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9252	"10013366"	1	""	"Central Cordillera (Southern Rocky Mountains)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9253	"10078359"	1	""	"Belt Basin"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9254	"10080043"	1	""	"Orogen"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9255	"10310022"	1	"Interior Basin"	""	"Woodruff, Laurel G."	"02-APR-04"	""	""
9256	"10002421"	1	""	"Taku Terrane"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9257	"10067651"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9258	"10060391"	1	""	"Guayana Shield"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9259	"10061458"	1	""	"Ophiolite"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9260	"10013380"	1	""	"Central Cordillera (Southern Rocky Mtns); Colorado Platform"	"MRDS migration"	"29-OCT-02"	""	""
9261	"10072812"	1	"Superior Province"	""	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"	"Woodruff, Laurel G."	"27-SEP-2006 00:00:00"
9262	"10048597"	1	""	"Cascade Volcanic Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9263	"10046340"	1	""	"Duquesne Fault Block"	"MRDS migration"	"29-OCT-02"	""	""
9264	"10087962"	1	""	"Chaco Slope"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9265	"10061317"	1	""	"Island Arc"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9266	"10080397"	1	"Midcontinent Rift"	""	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
9267	"10106156"	1	""	"Piedmont"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9268	"10015122"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9269	"10088014"	1	""	"Stable Platform"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9270	"10012199"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
9271	"10013807"	1	""	"Central Cordillera (Southern Rocky Mtns)"	"MRDS migration"	"29-OCT-2002 10:12:04"	""	""
