i	dep_id	line	ore_ctrl	ore_ctrl_text	inserted_by	insert_date	updated_by	update_date
8891	"10092651"	1	""	"Syngenetic, Sedimentary Basin"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8892	"10012559"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8893	"10084269"	1	""	"Quartz-Carbonate Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8894	"10032848"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-02"	""	""
8895	"10094552"	1	""	"Fractures And Subradiating Dikes Associated With Emplacement Of Embargo Stock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8896	"10022080"	1	""	"Reducing Environment, Stratigraphic, Sabkha?"	"MRDS migration"	"29-OCT-02"	""	""
8897	"10022081"	1	""	"Reducing Environment, Stratigraphic, Sabkha?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8898	"10062961"	1	""	"Permeable Deweesville Sandstone Overlying Impermeable Conquista Clay"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8899	"10098346"	1	""	"Vein Intersections"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8900	"10079498"	1	""	"Mineralization In Quartz Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8901	"10003794"	1	""	"Veins At Fault Planes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8902	"10087598"	1	""	"Northwest-Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8903	"10109510"	1	""	"Contact Of Shale And Limestone; Yuba Dike; Bedding Plane Shear ?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8904	"10077566"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8905	"10008133"	1	""	"Fissures And Faults Provided Path For Mineralized Solutions Emanating From Shallow Igneous Mass.  Overlying Shale Formed A Barrier Trapping The Mineral Solutions."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8906	"10011270"	1	""	"Zones Forming At Junctions Of Favorable Beds & Crosscutting Fissures With Little Lateral Replacement"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8907	"10098649"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8908	"10102518"	1	""	"Deposits Occur In Bottom Of Most Paleostream Channels, Usually With Carbonaceous Debris"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8909	"10027523"	1	""	"Deposits Occur In Bottom Of Most Paleostream Channels, Usually With Carbonaceous Debris"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8910	"10310627"	1	""	"Ore shoots within quartz veins"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8911	"10087534"	1	""	"Shear Zones - Dikes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8912	"10046942"	1	""	"Joint Sets In 2 Directions At Nearly Right Angles Form Slabs And Columns"	"MRDS migration"	"29-OCT-02"	""	""
8913	"10089718"	1	""	"Greenstone Host Crushed During Mineralization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8914	"10045525"	1	""	"Joints And Open Spaces In Massive Rhyolite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8915	"10040558"	1	""	"Joint - Filling In Rhyolite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8916	"10087633"	1	""	"Fissure Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8917	"10055604"	1	""	"Valleys"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8918	"10055585"	1	""	"Narrow Vertical Gold - Bearing Quartz Vein Cutting The Schist"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8919	"10019746"	1	""	"Bedding Planes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8920	"10038040"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8921	"10042701"	1	""	"Magmatic Segregation"	"MRDS migration"	"29-OCT-02"	""	""
8922	"10012418"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8923	"10055544"	1	""	"Ore Zone Is In The Lower Contact Zone Of The Deadwood Formation And In Vertical Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8924	"10044319"	1	""	"Along A Fracture Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8925	"10070365"	1	""	"Fissuring, Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8926	"10089505"	1	""	"Graphitic Biotite Schist Beds Strongly Pegmatized, And Associated With Granitic Bodies"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
8927	"10078652"	1	""	"Graphitic Biotite Schist Beds Strongly Pegmatized, And Associated With Granite Bodies"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
8928	"10070174"	1	""	"Old Stream Bed."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8929	"10043834"	1	""	"Bedding In Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8930	"10041599"	1	""	"Ore Minerals Disseminated In Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8931	"10089183"	1	""	"Fault Striking Nnw And Dipping 45 Deg W."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8932	"10025067"	1	""	"Fracturas Y Litologico"	"MRDS migration"	"29-OCT-02"	""	""
8933	"10027021"	1	""	"Fissures Associated With Lucky Cuss Fault Nne, And Ne Fissure System. Fault Mineralized Near Junction With Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8934	"10104217"	1	""	"In Vertical Fractures In The Lower Horizon.  Separated From Pre-Cambrian Contact By 15 Ft Of Dense Quartzite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8935	"10046746"	1	""	"Bedding-Plane Fault"	"MRDS migration"	"29-OCT-02"	""	""
8936	"10000027"	1	""	"Northern Prospect Follows Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8937	"10079404"	1	""	"Stratigraphically controlled.  fault related."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
8938	"10106119"	1	""	"Stratigraphically controlled, fault related."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"
8939	"10046794"	1	""	"Strong Shear Zone, Accompanying Rhyolitic Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8940	"10073314"	1	""	"Shear Zone ?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8941	"10069762"	1	""	"Shear Zone That Is 25-40ft Wide."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8942	"10095532"	1	""	"Fracture Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8943	"10048071"	1	""	"Faulting, Shearing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8944	"10015786"	1	""	"Fracturing & Bedding"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8945	"10087081"	1	""	"Fracturing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8946	"10037128"	1	""	"Oxidized And Weathered Quartz Veins Along Fissure Zone Cutting Gran Itic Rock"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8947	"10032122"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-02"	""	""
8948	"10104073"	1	""	"Ore Bodies Near Dikes And Sills, And Faulting And Associated Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8949	"10046943"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-02"	""	""
8950	"10055992"	1	""	"Several Gold-Bearing Veins Are Present At The Property. The Sailor Boy Vein Averages 6-Ft-Thick And Strikes S70e And Dips 70ne. The Quartz Vein Is Exposed Over A Distance Of 3000 Feet And Is In The Methow Gneiss (Culver And Broughton, 1945, P. 47; Bunning, 1990, Geol. Map)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8951	"10025110"	1	""	"Fault Zone-Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8952	"10110220"	1	""	"Vein Quartz"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8953	"10055238"	1	""	"Breccia Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8954	"10044024"	1	""	"Fault Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8955	"10096236"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-02"	""	""
8956	"10055545"	1	""	"Basal Conglomerate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8957	"10010145"	1	""	"Broken Sandstone And Chert With Interstitial Specular Ore, Which Appears To Be Pseudomorphous After Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8958	"10069876"	1	""	"Fissure Zones, Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8959	"10089318"	1	""	"Intraformational Folds; Bedding Planes"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8960	"10013470"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8961	"10087839"	1	""	"Greisenized Rocks; Localized By Fissures, Contacts, Favorable Rock Units"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8962	"10045411"	1	""	"Fault Gouge Zone"	"MRDS migration"	"29-OCT-02"	""	""
8963	"10010758"	1	""	"Limestone Roof Pendant Contact With Granodiorite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8964	"10088425"	1	""	"Fissures, Bedding Planes, Favorable Horizons"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8965	"10101887"	1	""	"Alteration Of Felsic Volcanics On Limb Of Syncline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8966	"10089680"	1	""	"Shears Axial-Planar To Regional Anticline"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8967	"10045596"	1	""	"Replacement Of Favorable Horizon"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8968	"10039409"	1	""	"Intrusive Contact - Shear Zone:  S25w, Steep Se Dip"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8969	"10101585"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8970	"10045586"	1	""	"Fissures, Favorable Rocks; Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8971	"10087076"	1	""	"Vertical N-S Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8972	"10196635"	1	"PALEOZOIC DOLOMITIC LIMESTONE"	""	"WHERAN"	"20-APR-07"	""	""
8973	"10085468"	1	""	"Chalcopyrite Is More Commonly Disseminated Than Veinlet Controlled"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8974	"10045585"	1	""	"Porphyry Dike, Faults, Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8975	"10095482"	1	""	"Fissures, Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8976	"10037766"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8977	"10039327"	1	""	"Sulphides In Drag Fold, Within Gneiss"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8978	"10011002"	1	""	"Fracturing & Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8979	"10044769"	1	""	"Fractured, Brecciated Zones Beneath Dunderberg Shale"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8980	"10039367"	1	""	"Located In A Shear Zone Of Impure Arkose.  Main Sulfide Ore Belt"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8981	"10069941"	1	""	"Faulting; Brecciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8982	"10048343"	1	""	"Fault Fissure Zone;  Contained In Crushed Ryolite And Small Quartzitic Stringers"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8983	"10073394"	2	"Fissure"	""	"WBFERGUS"	"21-DEC-2008 12:17:06"	""	""
8984	"10073394"	1	"Fault"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"21-DEC-2008 12:16:56"
8985	"10069778"	1	""	"4 Fissure Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8986	"10098590"	1	""	"Along A N60w Trending Shear Zone."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8987	"10044472"	1	""	"Along The Contact Of Limestone And Basalt."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8988	"10087588"	1	""	"Amethyst Fault Zone With Subparallel Fractures And Sheeted Zones In Hanging Wall"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8989	"10012294"	1	""	"At Or Near Trachyte Boundary With Gneiss Along Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8990	"10071030"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8991	"10013303"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8992	"10046753"	1	""	"Joint Sets"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8993	"10073199"	1	""	"Near Contact Of Younger Bessemer Granite And Roan Gneiss"	"woodruff"	"20-OCT-2003 11:40:19"	""	""
8994	"10102271"	1	""	"Clay Residuum, Veins"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8995	"10043967"	1	""	"Crush Zone Along N20e, 50se Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8996	"10055546"	1	""	"Just Above The Basal Quartzite, In Minor Fractures, Lower Contact Zone, Parallel To Tornado Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8997	"10010926"	1	""	"Occuring Along A Northeast-Southwest Zone Of Brecciation Or Faulting, Or A Sink Structure."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8998	"10073065"	1	""	"Minor Anticlinal Structures On A Broad Anticline. Most Ore Is At Or Near Contact With Ash Flow Porphyry"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8999	"10042014"	1	""	"Alluvial Fan"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9000	"10005900"	1	""	"Brecciated Contact Between Intrusive And Agglomerate"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9001	"10003719"	1	""	"Strata, Layer"	"MRDS migration"	"29-OCT-02"	""	""
9002	"10098698"	1	""	"Contact Between Basalt And Limestone"	"MRDS migration"	"29-OCT-02"	""	""
9003	"10087885"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9004	"10103543"	1	""	"Fractures"	"MRDS migration"	"29-OCT-02"	""	""
9005	"10055875"	1	""	"Heavey-Mineral Concentration By Stream Action. A High Bar Contained Gravel 2.5 To 3 Ft. Thick Showing Values Of 21,8 Cents Per Cubic Yard. A Lower Bar Had 7 Or 8 Acres Of Gravel 2 To 3 Ft. Thick Averaging 27 Cents Per Cubic Yard. A Low Bench 2 Miles Long And 300 Ft. To 0.5 Miles Wide Contained An Iron-Stained Gold-Bearing Layer About 6 Inches Thick, 100 To 600 Yards Wide, And 2 Miles Long (Huntting, 1956, P. 183)."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9006	"60000203"	1	"Lithology"	"LITHOLOGY, INTRUSIONS"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
9007	"10094438"	1	""	"Sedimentary Origin"	"MRDS migration"	"29-OCT-02"	""	""
9008	"10012963"	1	""	"Deposition Was Controlled By Favorable Rock Type And Structural Environment."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9009	"10067467"	1	""	"River Valley"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9010	"10080175"	1	""	"Veins, Residual Clay"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9011	"10099710"	1	""	"Granodiorite Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9012	"10016569"	1	""	"Shear Zones N75w To N80e Vertical"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9013	"10104082"	1	""	"Contact Between Limestone And Quartz Monzonite Porphyry"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9014	"10046463"	1	""	"Fault Zone?"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9015	"10037358"	1	""	"Fault Zone (?)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9016	"10073431"	1	""	"Fissure Zone; Fault; Fracturing That Strikes Nw"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9017	"10106209"	1	""	"Oxidation-Reduction Boundary"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9018	"10094526"	1	""	"Fault-Fracture Structural Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9019	"10088152"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9020	"10092893"	1	""	"Lithology"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9021	"10044444"	1	""	"Near The Contact Of A The Basal Tuffaceous Conglomerate In A Thrust Plate Of Limestone. Near Ne-Trending Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9022	"10015559"	1	""	"Stream Channel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9023	"10002361"	1	""	"Fault Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9024	"10079011"	1	""	"Paleochannels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9025	"10104043"	1	""	"Shear Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9026	"10111464"	1	""	"The May Day Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9027	"10012997"	1	""	"Mineralization Occurs Along Small Anticlinal Folds Beneath A Layer Of Impervious Shale."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9028	"10047465"	1	""	"Igneous Contact"	"MRDS migration"	"29-OCT-02"	""	""
9029	"10310570"	1	""	"Two sub-parallel west-dipping faults served as conduits for mineralization. There has been brecciation of host rocks along a fault zone."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
9030	"10071521"	1	""	"Contact Of Granitic Rocks And Basic Dike"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9031	"10070200"	1	""	"Brecciated Or Crushed Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9032	"10100942"	1	""	"Intersections Of Main Fault & Bedding And Also Warp In Main Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9033	"10038177"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-02"	""	""
9034	"10015900"	1	""	"Near Igneous Intrusive Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9035	"10070105"	1	""	"Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9036	"10025109"	1	""	"Fault Zone-Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9037	"10019930"	1	""	"Fissures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9038	"10004131"	1	""	"Discordancia Ordovicica-Carbonifero, Fracturacion Y Plegamiento Posordovicico. Karstificacion."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9039	"10071304"	1	""	"Ne-Trending Shear Zones"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9040	"10071801"	1	"Fissure"	"Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"06-DEC-2008 16:59:31"
9041	"10012410"	1	""	"Fractures On Roof And Flanks Of Multiple-Stage Intrusion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9042	"10109531"	1	""	"Stream Hydraulics"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9043	"10022095"	1	""	"Reducing Environment, Stratigraphic"	"MRDS migration"	"29-OCT-02"	""	""
9044	"10071115"	1	""	"Brecciated Zone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9045	"10041283"	1	""	"Breccia"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9046	"60001796"	1	"Stream hydraulics"	"DRAINAGE"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
9047	"10071302"	1	""	"Quartz Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9048	"10078596"	1	""	"Near Contact Of Mica Gneiss Unit And Granite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9049	"10041735"	1	""	"Faulting, Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9050	"10027856"	1	""	"Oxidized Zone Carries Much Gold"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9051	"10070885"	1	""	"Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9052	"10070089"	1	""	"Fractures"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9053	"10078670"	1	""	"Quartz Vein"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9054	"10079078"	1	""	"Paleochannels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9055	"10310426"	1	""	"shear zone"	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
9056	"10071633"	2	"Fissure"	""	"WBFERGUS"	"07-DEC-2008 05:36:43"	""	""
9057	"10071633"	1	"Contact Zone"	"Contact Zone, Fissure"	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"07-DEC-2008 05:36:33"
9058	"10070739"	1	""	"Sheared, Fractured, Faulting"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9059	"10310705"	1	""	"Ore shoots in quartz veins formed along fractures in the metamorphic country rock."	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
9060	"10040987"	1	""	"Fault Between Galice Shale And Myrtle Conglomerate And Sandstone (Strikes N 35 E); Cinnabar And Calcite Impregnate Conglomerate Near The Fault."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9061	"10012748"	1	""	"Stream Channels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9062	"10013592"	1	""	"Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9063	"10109815"	1	""	"Faulting, Shearing"	"MRDS migration"	"29-OCT-02"	""	""
9064	"10027592"	1	""	"Best Ore Obtained Near The Surface"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9065	"10047354"	1	""	"Igneous Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9066	"10026047"	1	""	"Fractures, Dilation Zones (Cameron, 1951)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9067	"10071925"	1	""	"Marble - Quartz Monzonite Contact"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9068	"10078500"	1	""	"Gentle Uplift Of Continental Mass; Erosion; Peneplanation; Folding; Faulting; Volcanicity; Dike Injection And Build-Up Of Younger Sediments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9069	"10105721"	1	""	"Main Vein Occupies Well-Define Fissure. Moulton Fault To South May Have Been Ore Control."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9070	"10027524"	1	""	"Deposits Occur In Bottom Of Most Paleostream Channels, Usually With Carbonaceous Debris"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9071	"10045335"	1	""	"Bedding Shears And Fault"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9072	"10030977"	1	""	"Most Of The Gold Occurs Near The Vein Border, Particularly On The Footwall Side."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9073	"10013098"	1	""	"Nw-Trending Fault, Paleo Valley"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9074	"10012080"	1	""	"West Flank Of Mountain Range"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9075	"10078957"	1	""	"Paleochannel"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9076	"10013135"	1	""	"Ne-Trending Faults"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
9077	"10101731"	1	""	"See Comments"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
