i	dep_id	line	alt_type	alterat	alterat_text	inserted_by	insert_date	updated_by	update_date
8272	"10005680"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8273	"10003596"	1	"L"	""	"Unknown"	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:52"
8274	"10079073"	1	"L"	""	"Bleaching - Leaching In Lenses Of Arkose"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8275	"10011275"	1	"L"	""	"Limonitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8276	"10046544"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8277	"10014859"	1	"L"	""	"Bleaching And Argillization Noted Adjacent To Faults And Fissures, Calc-Silicate Skarns Next To Intrusive"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8278	"10088871"	1	"L"	""	"Sericitization, Chloritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8279	"10057835"	1	"L"	""	"Propylitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8280	"10041047"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8281	"10010608"	1	"L"	""	"Limonitization, Kaolinization, Argillite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8282	"10060461"	1	"L"	""	"Hydrothermal Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8283	"10013291"	1	"L"	""	"Kaolinization, Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8284	"10109816"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-02"	""	""
8285	"10048445"	1	"L"	""	"Granodiorite Sericitized, Silicified; Rhyolite Heavily Stained By Fe-Oxides"	"MRDS migration"	"29-OCT-02"	""	""
8286	"10043652"	1	"L"	""	"Silicification Of Country Rock; Serpentinized Dunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8287	"10013080"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals. Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8288	"10101913"	1	"L"	""	"Bleaching, Minor Silicification, Calc-Silicates, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8289	"10087224"	1	"L"	""	"Marble"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8290	"10015273"	1	"L"	""	"Moderate Bleaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8291	"10045521"	1	"L"	""	"Silica Replacement-Formation Of Opalite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8292	"10041929"	1	"L"	""	"Bleaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8293	"10310468"	1	"L"	""	"Alteration products include sooty pyrite/marcasite, variable silicification, kaolinite, sulfide-silica-matrix breccia, dissolution-collapse breccia, and quartz-orpiment veins. "	"Surveys and Analysis Project"	"01-SEP-07"	"Schruben, Paul"	"01-SEP-07"
8294	"10071376"	3	"L"	"pyritization"	""	"DCAUSEY"	"07-JAN-10"	"DCAUSEY"	"07-JAN-10"
8295	"10071376"	2	"L"	"propylitic"	""	"DCAUSEY"	"07-JAN-10"	"DCAUSEY"	"07-JAN-10"
8296	"10023196"	1	"L"	""	"Caolinizacion Y Piritizacion."	"MRDS migration"	"29-OCT-02"	""	""
8297	"10059016"	1	"L"	""	"Phyllic, Silicic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8298	"10003476"	1	"L"	""	"Wall-rock alteration within a few inches of the vein is intense, but seldom extends more than 10 to 12 inches beyond the quartz filling.  Sericitization and carbonate alteration predominate, but there is some pyritization and in the outer parts of the alteration zone chloritization is present (Ray, 1954)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:20"
8299	"10102031"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8300	"10041849"	1	"L"	""	"Argillic Alteration Containing Montmorillonite - Illite.  More Intense Alteration Shows Montmorillonite - Illite Being Replaced By Alunite, Kaolinite, And Quartz."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8301	"10069844"	1	"L"	""	"Fe Stains"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8302	"10310709"	1	"L"	""	"Silicic; quartz, opal, chalcedony\nAdvanced Argillic; kaolinite, alunite \nPropylitic; \n\nSilicification is of several varieties, including, in probable temporal order, from early to late: 1) gray opal flooding; 2) dense, fine, quartz-alunite with sporadic crystalline alunite in pheonocryst sites; 3) a fine chalcedony-opal flooding; and 4) black chalcedony-opal-microcrystalline pyrite veins; fine chalcedony-opal flooding into the hanging wall on the southeast of the Chemung structure.\n\nThe alteration sequence as reported by (Johnson, 1951) (from oldest to youngest):\n1. Sericitic alteration, which is most abundant in the granodiorite;\n2. Quartz-alunite-kaolinite alteration with diaspore in the outer portion of this zone;\n3. Increase in silica by deposition of silica or leaching of other constituents, or both.\n"	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
8303	"10040979"	1	"L"	""	"Opalization Of Host Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8304	"10089059"	1	"L"	""	"Oxidation, Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8305	"10088297"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8306	"10014101"	1	"L"	""	"All Wallrock Is Silicified To Some Extent Within Vein And Up To 6.5 Ft Into Footwall And Up To 16.5 Ft Into Hanging Wall. In Hanging Wall Zones, All Material Within 1.6 Ft Of Vein Is Completely Silicified. Sericite Progressivly Prominent At 1.6 To 6.5 Ft And Dominant From 6.5 To 26 Ft. At 13 Ft, Kaolinite Prominent. At 26 Ft, Rock Shows Regional Argillization."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8307	"10032999"	1	"L"	""	"Clay Alteration"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8308	"10310361"	1	"L"	""	"Host rocks in the mine area are not strongly altered hydrothermally.  Quartz/host rock contacts are sharply defined."	"Surveys and Analysis Project"	"01-SEP-2007 00:00:00"	"Schruben, Paul"	"01-SEP-2007 00:00:00"
8309	"10046199"	1	"L"	""	"Metamorphosed Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8310	"10012692"	1	"L"	""	"Dolomitization And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8311	"10015228"	1	"L"	""	"Alunitization, Kaolinization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8312	"10080258"	1	"L"	""	"Oxidation Of Primary Zinc Sulphides"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8313	"10096841"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-02"	""	""
8314	"10058073"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8315	"10068478"	1	"L"	""	"Sulfides Rare, Deposit Probably Formed In Situ By Oxidation Of A Previously Formed Secondary Sulfide Enrichment Zone; Albitization, Silicification, Sericitization, Chloritization  (Mg:Fe = 1:1)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8316	"10057834"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8317	"10012198"	1	"L"	""	"Weak Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8318	"10107352"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8319	"10086942"	1	"L"	""	"Extensive Propylitic, Silicic Within Shears, Argillic Envelopes Around Shears Up To 2 M Wide."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8320	"10056332"	1	"L"	""	"Hidrotermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8321	"10100696"	1	"L"	""	"Piritizacion Y Oxidacion (Hematizacion Y Limonitizacion)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8322	"10059108"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8323	"10109807"	1	"L"	""	"None"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8324	"10086896"	1	"L"	""	"Oxidacion, Supergena, Hidrotermal (Silicificacion)"	"MRDS migration"	"29-OCT-02"	""	""
8325	"10068734"	1	"L"	""	"No Info Available"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8326	"10104567"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8327	"10096835"	1	"L"	""	"Silicificacion, Caolinizacion, Limonitizacion Y Ceritizacion."	"MRDS migration"	"29-OCT-02"	""	""
8328	"10065070"	1	"L"	""	"Dolomite Replaces Lower Leonardian Shelf-Margin Reef And Bio-Grainstones. Perhaps An Early (Shallow Burial) Phase Of Fine-To-Medium Crystalline Dolomite And A Late, But Pre-Mineral, (Deep Burial) Phase Of Coarse Crystalline Dolomite And Formation Of Secondary Porosity. A Late (Pre, Syn, And Post Mineral) Phase Of Dolomite And Calcite Cement."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8329	"10057302"	1	"L"	""	"Mica Sericitized And Replaced By Quartz"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8330	"10018282"	1	"L"	""	"Deep Weathering, Some Glaciation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8331	"10025129"	1	"L"	""	"Dolomatization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8332	"10088292"	1	"L"	""	"Bleaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8333	"10106585"	1	"L"	""	"Hydrous And Chlorite-Carb. Retrograde Alt. Of Limestone; Greisenization, Sericitization And Kaolinization Of Igneous Rx."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8334	"10045438"	1	"L"	""	"Argillization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8335	"10308696"	1	""	""	"Quartz and tourmaline veining."	"ARDF migration"	"06-OCT-2003 00:00:00"	""	""
8336	"10030968"	1	"L"	""	"Granite Badly Altered"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8337	"10045365"	1	"L"	""	"Oxidized Ore"	"MRDS migration"	"29-OCT-02"	""	""
8338	"60000380"	1	"L"	"OXIDATION"	"OXIDATION OF CU AND PB SULFIDE TO CARBONATES; OXIDATION OF FE SULFIDE TO OXIDE; WALLROCK BLEACHING"	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8339	"10005710"	1	"L"	""	"Piritizacion, Silicificacion, Propilitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8340	"10048863"	1	"L"	""	"Sericitic, Potassic (Locally)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8341	"10071544"	3	"L"	"Staining"	""	"WBFERGUS"	"05-DEC-2008 07:38:33"	""	""
8342	"10071544"	1	"L"	""	"Gouge, Cu - Carbonate Stains"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8343	"10010757"	1	"L"	""	"Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8344	"10026328"	1	"L"	""	"Weathered (25 - 50 Ft)"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8345	"10028482"	1	"L"	""	"Serpentinized Dunite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8346	"10045402"	1	"L"	""	"Argillization And Iron-Staining Of The Country Rock For Several Feet Outward From The Vein."	"MRDS migration"	"29-OCT-02"	""	""
8347	"10097335"	1	"L"	""	"Contact Metasomatism"	"MRDS migration"	"29-OCT-02"	""	""
8348	"10012955"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals. Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8349	"10094524"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals. Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8350	"10043085"	1	"L"	""	"Serpentinized"	"MRDS migration"	"29-OCT-02"	""	""
8351	"10058450"	1	"L"	""	"Argillic, Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8352	"10094454"	1	"L"	""	"Strong Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8353	"10019377"	1	"L"	""	"Bleached"	"MRDS migration"	"29-OCT-02"	""	""
8354	"10071376"	1	"L"	"sericitic"	"Seriticization"	"MRDS migration"	"29-OCT-02"	"DCAUSEY"	"07-JAN-10"
8355	"10046388"	1	"L"	""	"Silicification Of Tuff"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8356	"10023153"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-02"	""	""
8357	"10089342"	1	"L"	""	"Bleaching In Mudstone And Sandstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8358	"10005823"	1	"L"	""	"Silicification, Sericitization, Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8359	"10026089"	1	"L"	""	"Talc Is An Interstitial Alteration Product"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8360	"10001513"	1	"L"	""	"Significant amount of Fe-oxide."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
8361	"10069973"	1	"L"	""	"Hydrothermal"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8362	"10043786"	1	"L"	""	"Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8363	"10307127"	1	"L"	""	"Weathering"	"woodruff"	"28-OCT-2003 08:53:20"	""	""
8364	"10005959"	1	"L"	""	"Silicification, Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8365	"10043627"	1	"L"	""	"Moderate To Complete Serpentinization Of Host Rock."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8366	"10307149"	1	"L"	""	"Weathering"	"woodruff"	"28-OCT-2003 08:53:20"	""	""
8367	"10068909"	1	"L"	""	"Chlorite, Epidote, Sericite"	"MRDS migration"	"29-OCT-02"	""	""
8368	"10106120"	1	"L"	""	"Chert and siderite to hematite and goethite in oxidation zones."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
8369	"10036744"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-02"	""	""
8370	"10027475"	1	"L"	""	"The Sulfates Are Closely Associated With And Appear To Replace The Carbonates"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8371	"10020138"	1	"L"	""	"Heavy Limonitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8372	"10045494"	1	"L"	""	"Diagnostic Alteration Of Stream Deposited Volcanic Ash"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8373	"10102013"	1	"L"	""	"Oxidation, Gouge"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8374	"10094034"	1	"L"	""	"According to Maas and others (1995, p. 215), the wallrocks of the auriferous veins in the Sea Level mine area are hydrothermally altered to bluish-gray carbonate-sericite-pyrite rock, called 'blue porphyry' in some early reports (for example, Brooks, 1902; Wright and Wright, 1908) (also see KC095)."	"MRDS migration"	"29-OCT-02"	"ARDF Migration"	"23-AUG-07"
8375	"10085957"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8376	"10015122"	1	"L"	""	"Bleaching In Mudstone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8377	"10011748"	1	"L"	""	"Silicified Dolomite"	"MRDS migration"	"29-OCT-02"	""	""
8378	"10102236"	1	"L"	""	"Serpentinization, Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8379	"10310710"	1	"L"	""	"Silicic; quartz\nOxidation\n\nDepth of mineralization approximately 1,500 feet."	"Surveys and Analysis Project"	"20-FEB-2008 00:00:00"	"Schruben, Paul"	"20-FEB-2008 00:00:00"
8380	"10012560"	1	"L"	""	"Early Barren Stage Of Alteration By Fumarolic Or Acid-Hot Spring Activity Resulted In Intense Silicification, Wallrock Replacement By Jasper And Alteration Products Hematite, Diaspore, Alunite, Barite, Zunyite, Rutile, And Kaolin Minerals. Later Mineralizing Stage By Alkaline Or Neutral Solutions Deposited Ore And Gangue And Caused Micaceous Alteration (Sericite And Chlorite) And Calcite, Quartz, And Pyrite."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8381	"10044804"	1	"L"	""	"Silicification Of Dolomite To A Jasperoid"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8382	"10055157"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8383	"10019512"	1	"L"	""	"Silicification, Brecciation, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8384	"10045817"	1	"L"	""	"Silicification Of Country Rock; Alteration Strong"	"MRDS migration"	"29-OCT-02"	""	""
8385	"10056009"	3	"L"	"Propylitic"	""	"DCAUSEY"	"24-APR-2009 09:14:09"	""	""
8386	"10056009"	2	"L"	"Phyllic"	""	"DCAUSEY"	"24-APR-2009 09:13:52"	""	""
8387	"10056009"	1	"L"	"Potassic"	""	"DCAUSEY"	"24-APR-2009 09:13:38"	""	""
8388	"10042432"	1	"L"	""	"Two Periods Of Alteration; An Early Pervasive Propylitic Event And A Second Argillic Alteration."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8389	"10105582"	1	"L"	""	"Silicification, Pyritization Of Tuff, Oxidation, Leaching"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8390	"10058818"	1	"L"	""	"Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8391	"10059791"	1	"L"	""	"Phyllic, Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8392	"10005060"	1	"L"	""	"Hydrothermal Alteration Of Dacite, Including Kaolinization."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8393	"10004101"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8394	"10088458"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-02"	""	""
8395	"10059211"	1	"L"	""	"Propylitic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8396	"10104178"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8397	"10005750"	1	"L"	""	"Posiblemente Hidrotermal (Moderada)"	"MRDS migration"	"29-OCT-02"	""	""
8398	"10006340"	1	"L"	""	"Pyritization, Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8399	"10070095"	1	"L"	""	"Oxidation, Chloritization, Sericitization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8400	"60001748"	1	"L"	""	"SURFACE AND NEAR-SURFACE ALTERATION OF THE DOLOMITE TO A MANGANIFEROUS SOIL-LIKE CLAY, RICH IN FLUORSPAR."	"MRDS migration"	"30-SEP-2007 00:00:00"	""	""
8401	"10027304"	1	"L"	""	"Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8402	"10042799"	1	"L"	""	"Wallrock Silicified, Bleached, And Pyritized For 6 To 8 Feet On Each Side Of The Vein."	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8403	"10000944"	1	"L"	""	"Wall-rock alteration within a few inches of the veins is intense, but seldom extends more than 10 to 12 inches beyond the quartz filling.  Sericitization and carbonate alteration predominate, but there is some pyritization and in the outer parts of the alteration zone chloritization is present (Ray, 1954)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:18"
8404	"10055067"	1	"L"	""	"Limonitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8405	"10000938"	1	"L"	""	"Wall-rock alteration within a few inches of the veins is intense, but seldom extends more than 10 to 12 inches beyond the quartz filling.  Sericitization and carbonate alteration predominate, but there is some pyritization and in the outer parts of the alteration zone chloritization is present (Ray, 1954)."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 16:16:28"
8406	"10080043"	1	"L"	""	"Weathering Residual Accumulation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8407	"10054965"	1	"L"	""	"Alteracion Hidrotermal De Incipiente Silicificacion Y Piritizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8408	"10012197"	1	"L"	""	"Weak Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8409	"10057469"	1	"L"	""	"Phyllic, Argillic"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8410	"10040981"	1	"L"	""	"Opalitization Of The Host Rocks"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8411	"10014898"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8412	"10020910"	1	"L"	""	"Dolomitization And Silicification"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8413	"10037419"	1	"L"	""	"Contact Metamorphosed Limestone"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8414	"10042171"	1	"L"	""	"Argillization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8415	"10094361"	1	"L"	""	"Pyritization"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8416	"10105650"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8417	"10071945"	1	"L"	"Sericite"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"05-JAN-2009 05:11:35"
8418	"10071760"	1	"L"	"Fe Stain"	""	"MRDS migration"	"29-OCT-2002 09:07:14"	"WBFERGUS"	"05-JAN-2009 05:00:06"
8419	"10019905"	1	"L"	""	"Brecciated Quartzite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8420	"10045869"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8421	"10043023"	1	"L"	""	"Hornfels"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8422	"10096257"	1	"L"	""	"Oxidation"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8423	"10093585"	1	"L"	""	"Silicification, Fracturing"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8424	"10005660"	1	"L"	""	"Oxidacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8425	"10307512"	1	"L"	""	"Narrow zones adjacent to the veins are bleached and argillized."	"ARDF migration"	"06-OCT-03"	""	""
8426	"10003996"	1	"L"	""	"Dolomitizacion"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8427	"10089076"	1	"L"	""	"Chlorite, Epidote, Calcite, Sericite"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8428	"10002052"	1	"L"	""	"Albitization; introduction of pyrite and arsenopyrite in schist."	"MRDS migration"	"29-OCT-2002 09:07:14"	"ARDF Migration"	"23-AUG-2007 04:16:35"
8429	"10095896"	1	"L"	""	"Skarn"	"MRDS migration"	"29-OCT-2002 09:07:14"	""	""
8430	"10082750"	1	"L"	""	"Some magnetite formed by replacement of ferrous iron minerals during diagenesis and most iron silicate probably formed by metamorphism of an early silicate mineral."	"Woodruff, Laurel G."	"02-APR-2004 00:00:00"	""	""
